EmployeeKey,EmployeeNumber,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DepartmentKey,JobRoleKey,EducationFieldKey,GenderKey,MaritalStatusKey,BusinessTravelKey,OverTimeKey,AttritionKey
1382,1947,28,1103,16,3,3,49,3,1,3,2144,2122,1,14,3,3,0,5,3,2,5,3,1,4,2,2,3,2,1,3,2,2
1383,1948,31,976,3,2,3,48,3,1,1,3065,3995,1,13,3,4,1,4,3,4,4,2,2,3,2,2,3,2,3,3,1,2
1384,1949,36,1351,9,4,1,66,4,1,2,2810,9238,1,22,4,2,0,5,3,3,5,4,0,2,2,3,1,2,2,3,2,2
1385,1950,34,937,1,3,1,32,3,3,4,9888,6770,1,21,4,1,0,14,3,2,14,8,2,1,1,1,4,2,1,1,2,2
1386,1951,34,1239,13,4,4,39,3,3,3,8628,22914,1,18,3,3,1,9,2,2,8,7,1,1,1,1,3,2,3,1,2,2
1387,1952,26,157,1,3,3,95,3,1,1,2867,20006,0,13,3,4,0,8,6,2,7,7,7,6,2,3,3,2,1,1,2,2
1388,1954,29,136,1,3,1,89,3,2,1,5373,6225,0,12,3,1,1,6,5,2,5,3,0,2,2,5,1,2,2,1,2,2
1389,1955,32,1146,15,4,3,34,3,2,4,6667,16542,5,18,3,2,1,9,6,3,5,1,1,2,2,5,3,1,3,3,2,2
1390,1956,31,1125,1,3,4,48,1,2,1,5003,5771,1,21,4,2,0,10,6,3,10,8,8,7,2,2,1,2,2,2,2,2
1391,1960,28,1404,17,3,3,32,2,1,4,2367,18779,5,12,3,1,1,6,2,2,4,1,0,3,2,3,5,2,3,1,2,1
1392,1961,38,1404,1,3,1,59,2,1,1,2858,11473,4,14,3,1,0,20,3,2,1,0,0,0,1,7,1,2,1,1,2,2
1393,1962,35,1224,7,4,3,55,3,2,4,5204,13586,1,11,3,4,0,10,2,3,10,8,0,9,1,1,1,1,2,1,1,2
1394,1965,27,954,9,3,4,44,3,2,4,4105,5099,1,14,3,1,0,7,5,3,7,7,0,7,1,1,4,2,1,1,2,2
1395,1966,32,1373,5,4,4,56,2,2,4,9679,10138,8,24,4,2,0,8,1,3,1,0,0,0,2,4,1,2,1,1,2,2
1396,1967,31,754,26,4,1,63,3,2,4,5617,21075,1,11,3,3,0,10,4,3,10,7,0,8,1,1,4,2,2,2,1,1
1397,1968,53,1168,24,4,1,66,3,3,1,10448,5843,6,13,3,2,0,15,2,2,2,2,2,2,1,1,1,2,1,1,1,1
1398,1969,54,155,9,2,1,67,3,2,3,2897,22474,3,11,3,3,2,9,6,2,4,3,2,3,2,2,1,1,2,1,2,2
1399,1970,33,1303,7,2,4,36,3,2,3,5968,18079,1,20,4,3,3,9,2,3,9,7,2,8,2,5,1,2,3,2,2,2
1400,1971,43,574,11,3,1,30,3,3,3,7510,16873,1,17,3,2,1,10,1,3,10,9,0,9,2,5,1,2,2,1,2,2
1401,1972,38,1444,1,4,4,88,3,1,2,2991,5224,0,11,3,2,1,7,2,3,6,2,1,2,3,9,2,2,2,2,1,2
1402,1973,55,189,26,4,3,71,4,5,2,19636,25811,4,18,3,1,1,35,0,3,10,9,1,4,3,6,6,2,2,1,1,2
1403,1974,31,1276,2,1,4,59,1,1,4,1129,17536,1,11,3,3,3,1,4,3,1,0,0,0,2,3,3,1,3,1,1,2
1404,1975,39,119,15,4,2,77,3,4,1,13341,25098,0,12,3,1,0,21,3,3,20,8,11,10,1,1,4,2,1,1,2,2
1405,1976,42,335,23,2,4,37,2,2,3,4332,14811,1,12,3,4,0,20,2,3,20,9,3,7,2,2,1,2,1,3,2,2
1406,1979,31,697,10,3,3,40,3,3,3,11031,26862,4,20,4,3,1,13,2,4,11,7,4,8,2,8,3,1,2,3,2,2
1407,1980,54,157,10,3,3,77,3,2,1,4440,25198,6,19,3,4,0,9,3,3,5,2,1,4,2,4,3,1,1,1,1,2
1408,1981,24,771,1,2,2,45,2,2,3,4617,14120,1,12,3,2,0,4,2,2,4,3,1,2,2,5,1,2,1,1,2,2
1409,1982,23,571,12,2,4,78,3,1,4,2647,13672,1,13,3,3,0,5,6,4,5,2,1,4,2,3,2,2,1,1,2,2
1410,1985,40,692,11,3,4,73,3,2,3,6323,26849,1,11,3,1,1,10,2,4,10,9,9,4,2,3,5,1,2,2,2,2
1411,1986,40,444,2,2,2,92,3,2,2,5677,4258,3,14,3,3,1,15,4,3,11,8,5,10,1,1,4,1,2,1,2,2
1412,1987,25,309,2,3,3,82,3,1,2,2187,19655,4,14,3,3,0,6,3,3,2,0,1,2,3,9,6,1,2,1,2,2
1413,1989,30,911,1,2,4,76,3,1,2,3748,4077,1,13,3,3,0,12,6,2,12,8,1,7,2,3,3,2,2,1,2,2
1414,1992,25,977,2,1,4,57,3,1,3,3977,7298,6,19,3,3,1,7,2,2,2,2,0,2,2,3,2,2,3,1,1,2
1415,1993,47,1180,25,3,1,84,3,3,3,8633,13084,2,23,4,2,0,25,3,3,17,14,12,11,2,5,3,2,1,1,2,2
1416,1994,33,1313,1,2,2,59,2,1,3,2008,20439,1,12,3,3,3,1,2,2,1,1,0,0,2,3,3,2,3,3,2,2
1417,1995,38,1321,1,4,4,86,3,2,2,4440,7636,0,15,3,1,2,16,3,3,15,13,5,8,1,1,1,2,2,1,2,2
1418,1996,31,1154,2,2,1,54,3,1,3,3067,6393,0,19,3,3,1,3,1,3,2,2,1,2,1,7,1,2,2,1,2,2
1419,1997,38,508,6,4,1,72,2,2,3,5321,14284,2,11,3,4,1,10,1,3,8,3,7,7,2,4,1,2,2,2,2,2
1420,1998,42,557,18,4,4,35,3,2,1,5410,11189,6,17,3,3,1,9,3,2,4,3,1,2,2,2,1,2,3,1,1,2
1421,1999,41,642,1,3,4,76,3,1,4,2782,21412,3,22,4,1,1,12,3,3,5,3,1,0,2,2,1,2,2,1,2,2
1422,2000,47,1162,1,1,3,98,3,3,2,11957,17231,0,18,3,1,2,14,3,1,13,8,5,12,2,8,3,1,2,3,2,2
1423,2003,35,1490,11,4,4,43,3,1,3,2660,20232,7,11,3,3,1,5,3,3,2,2,2,2,2,3,3,2,2,1,1,2
1424,2007,22,581,1,2,4,63,3,1,3,3375,17624,0,12,3,4,0,4,2,4,3,2,1,2,2,2,1,2,1,1,2,2
1425,2008,35,1395,9,4,2,48,3,2,3,5098,18698,1,19,3,2,0,10,5,3,10,7,0,8,2,2,3,2,1,1,2,2
1426,2009,33,501,15,2,2,95,3,2,4,4878,21653,0,13,3,1,1,10,6,3,9,7,8,1,2,5,3,1,2,1,1,2
1427,2010,32,267,29,4,3,49,2,1,2,2837,15919,1,13,3,3,0,6,3,3,6,2,4,1,2,3,1,1,1,1,2,2
1428,2012,40,543,1,4,1,83,3,1,4,2406,4060,8,19,3,3,2,8,3,2,1,0,0,0,2,3,1,2,2,1,2,2
1429,2013,32,234,1,4,2,68,2,1,2,2269,18024,0,14,3,2,1,3,2,3,2,2,2,2,1,7,3,2,2,1,2,2
1430,2014,39,116,24,1,1,52,3,2,4,4108,5340,7,13,3,1,0,18,2,3,7,7,1,7,2,2,1,2,1,1,2,2
1431,2015,38,201,10,3,2,99,1,3,3,13206,3376,3,12,3,1,1,20,3,3,18,16,1,11,2,8,3,1,2,1,2,2
1432,2016,32,801,1,4,3,48,3,3,4,10422,24032,1,19,3,3,2,14,3,3,14,10,5,7,1,1,4,1,2,1,2,2
1433,2017,37,161,10,3,3,42,4,3,4,13744,15471,1,25,4,1,1,16,2,3,16,11,6,8,2,8,1,1,2,1,1,2
1434,2018,25,1382,8,2,1,85,3,2,3,4907,13684,0,22,4,2,1,6,3,2,5,3,0,4,1,1,2,1,3,1,1,2
1435,2019,52,585,29,4,1,40,3,1,4,3482,19788,2,15,3,2,2,16,3,2,9,8,0,0,1,7,1,2,3,3,2,2
1436,2020,44,1037,1,3,2,42,3,1,4,2436,13422,6,12,3,3,0,6,2,3,4,3,1,2,2,2,3,2,1,1,1,2
1437,2021,21,501,5,1,3,58,3,1,1,2380,25479,1,11,3,4,0,2,6,3,2,2,1,2,1,7,3,2,1,1,1,2
1438,2022,39,105,9,3,4,87,3,5,4,19431,15302,2,13,3,3,0,21,3,2,6,0,1,3,2,6,1,2,1,3,2,2
1439,2023,23,638,9,3,4,33,3,1,1,1790,26956,1,19,3,1,1,1,3,2,1,0,1,0,1,7,4,2,2,2,2,1
1440,2024,36,557,3,3,1,94,2,3,4,7644,12695,0,19,3,3,2,10,2,3,9,7,3,4,1,1,3,1,2,1,2,2
1441,2025,36,688,4,2,4,97,3,2,2,5131,9192,7,13,3,2,3,18,3,3,4,2,0,2,2,4,1,1,3,2,2,2
1442,2026,56,667,1,4,3,57,3,2,3,6306,26236,1,21,4,1,1,13,2,2,13,12,1,9,2,5,1,2,3,3,2,2
1443,2027,29,1092,1,4,1,36,3,1,4,4787,26124,9,14,3,2,3,4,3,4,2,2,2,2,2,2,3,2,2,1,1,1
1444,2031,42,300,2,3,1,56,3,5,3,18880,17312,5,11,3,1,0,24,2,2,22,6,4,14,2,6,1,2,2,1,2,2
1445,2032,56,310,7,2,4,72,3,1,3,2339,3666,8,11,3,4,1,14,4,1,10,9,9,8,2,3,5,2,2,1,2,1
1446,2034,41,582,28,4,1,60,2,4,2,13570,5640,0,23,4,3,1,21,3,3,20,7,0,10,2,4,1,1,2,1,2,2
1447,2035,34,704,28,3,4,95,2,2,3,6712,8978,1,21,4,4,2,8,2,3,8,7,1,7,1,1,4,1,2,1,2,2
1448,2036,36,301,15,4,4,88,1,2,4,5406,10436,1,24,4,1,1,15,4,2,15,12,11,11,1,1,4,2,3,3,2,2
1449,2037,41,930,3,3,3,57,2,2,2,8938,12227,2,11,3,3,1,14,5,3,5,4,0,4,1,1,1,2,3,1,2,2
1450,2038,32,529,2,3,4,78,3,1,1,2439,11288,1,14,3,4,0,4,4,3,4,2,1,2,2,2,5,2,1,1,2,2
1451,2040,35,1146,26,4,3,31,3,3,4,8837,16642,1,16,3,3,0,9,2,3,9,0,1,7,3,9,1,1,1,1,1,2
1452,2041,38,345,10,2,1,100,3,2,4,5343,5982,1,11,3,3,1,10,1,3,10,7,1,9,1,1,1,1,2,1,2,2
1453,2044,50,878,1,4,2,94,3,2,3,6728,14255,7,12,3,4,2,12,3,3,6,3,0,1,1,1,1,2,3,2,2,1
1454,2045,36,1120,11,4,2,100,2,2,4,6652,14369,4,13,3,1,1,8,2,2,6,3,0,0,1,1,4,1,2,1,2,2
1455,2046,45,374,20,3,4,50,3,2,3,4850,23333,8,15,3,3,0,8,3,3,5,3,0,1,1,1,1,1,1,1,2,2
1456,2048,40,1322,2,4,3,52,2,1,3,2809,2725,2,14,3,4,0,8,2,3,2,2,2,2,2,2,1,2,1,1,2,2
1457,2049,35,1199,18,4,3,80,3,2,3,5689,24594,1,14,3,4,2,10,2,4,10,2,0,2,2,5,1,2,2,2,1,2
1458,2051,40,1194,2,4,3,98,3,1,3,2001,12549,2,14,3,2,3,20,2,3,5,3,0,2,2,2,3,1,2,1,2,2
1459,2052,35,287,1,4,3,62,1,1,4,2977,8952,1,12,3,4,1,4,5,3,4,3,1,1,2,2,1,1,2,1,2,2
1460,2053,29,1378,13,2,4,46,2,2,2,4025,23679,4,13,3,1,1,10,2,3,4,3,0,3,2,3,2,2,2,1,1,2
1461,2054,29,468,28,4,4,73,2,1,1,3785,8489,1,14,3,2,0,5,3,1,5,4,0,4,2,2,3,1,1,1,2,2
1462,2055,50,410,28,3,4,39,2,3,1,10854,16586,4,13,3,2,1,20,3,3,3,2,2,0,1,1,4,2,3,1,1,1
1463,2056,39,722,24,1,2,60,2,4,4,12031,8828,0,11,3,1,1,21,2,2,20,9,9,6,1,1,4,1,2,1,2,2
1464,2057,31,325,5,3,2,74,3,2,1,9936,3787,0,19,3,2,0,10,2,3,9,4,1,7,2,4,3,2,1,3,2,2
1465,2060,26,1167,5,3,4,30,2,1,3,2966,21378,0,18,3,4,0,5,2,3,4,2,0,0,1,7,2,1,1,1,2,2
1466,2061,36,884,23,2,3,41,4,2,4,2571,12290,4,17,3,3,1,17,3,3,5,2,0,3,2,3,3,2,2,2,2,2
1467,2062,39,613,6,1,4,42,2,3,1,9991,21457,4,15,3,1,1,9,5,3,7,7,1,7,2,5,3,2,2,1,2,2
1468,2064,27,155,4,3,2,87,4,2,2,6142,5174,1,20,4,2,1,6,0,3,6,2,0,3,2,4,1,2,2,1,1,2
1469,2065,49,1023,2,3,4,63,2,2,2,5390,13243,2,14,3,4,0,17,3,2,9,6,0,8,1,1,3,2,2,2,2,2
1470,2068,34,628,8,3,2,82,4,2,3,4404,10228,2,12,3,1,0,6,3,4,4,3,1,2,2,3,3,2,2,1,2,2
